entity,times,length,source 
撤资款,1,3,达能集团与娃哈哈在撤资款问题上有较大分歧－报导
大分歧,1,3,达能集团与娃哈哈在撤资款问题上有较大分歧－报导
达沃斯,15,3,达沃斯：巴克莱集团董事长：英国银行体系不大可能被国有化
贸易行,1,3,大昌贸易行计划通过香港IPO筹资不超过5.89亿美元－合约细则
大东方,2,3,大东方控股将投资3.8亿美元认购新华人寿香港IPO
78%,16,3,大都会保险第二财季利润下降78%，但营业利润增加>MET
三个月,2,3,大都会保险获Fed宽限，可推迟三个月提交资本计划
运输署,1,3,大都会运输署不会与高盛续约－《纽约时报》
大多数,7,3,大多数美国人主张让汽车生产商破产－调查
美国人,7,3,大多数美国人主张让汽车生产商破产－调查
581,1,3,"大发汽车将召回581,192辆乘用车"
25架,2,3,大韩航空将以30亿美元购买25架波音飞机-知情人士
今年内,1,3,大和证券集团考虑今年内增资500亿日圆－报导
大块头,1,3,大块头厨卫设备正流行
大连港,11,3,大连港：A股IPO申请已获中国证监会批准
事故后,1,3,大连港于输油管爆炸事故后恢复两个石油泊位的作业
大连市,3,3,大连市落户新政生效在即或变相放松楼市调控
2亿元,4,3,大龙地产股票跌停，人民币2亿元竞买保证金不予退还
保证金,4,3,大龙地产股票跌停，人民币2亿元竞买保证金不予退还
3亿元,4,3,大陆代表团拟从台湾购买人民币3亿元的发光二极管产品－官员
海协会,1,3,大陆海协会会长争取让友达光电尽早赴大陆投资－报导
高香港,1,3,大陆买家推高香港豪华公寓价格
利用率,1,3,大陆需求推动奇美电子产能利用率达到85%以上－报导
168,1,3,大摩出售中国连锁酒店莫泰168股份
投行部,1,3,大摩亚太区投行部主管金仕浦辞职－知情人士
金仕浦,1,3,大摩亚太区投行部主管金仕浦辞职－知情人士
喜达屋,1,3,大陪审团对Hilton涉嫌窃取喜达屋机密文件案展开调查
联合国,2,3,大批中国风电CDM项目未获联合国核准
葡萄糖,1,3,大庆石化出资2.8亿港元，收购淀粉及葡萄糖生产企业股份
广告商,2,3,大赦国际害广告商自打嘴巴？
发电量,9,3,"大唐发电：1-9月份完成发电量1,284.3亿千瓦时，同比增长26%"
业务上,2,3,大唐发电：将在煤炭相关业务上支出人民币108.9亿元
一年期,1,3,大唐发电发行了人民币35亿元一年期融资券，年利率为4.68%
年利率,4,3,大唐发电发行了人民币35亿元一年期融资券，年利率为4.68%
内蒙古,8,3,大唐发电将分别在内蒙古和辽宁组建合资公司建设煤制气项目
吕四港,1,3,大唐发电将以人民币1.085亿元向母公司出售吕四港发电35%股权
托克托,1,3,大唐发电将与三家公司合资组建托克托第二发电公司
煤化工,1,3,大唐发电拟组建控股合资公司建设煤化工项目和火电厂
两个月,7,3,大唐集团今年前两个月可能仍亏损－报导
煤价格,1,3,大同煤矿集团董事长：明年锅炉用煤价格将继续下跌
新金融,4,3,大新金融及其子公司停牌；预计在中国大陆达成收购交易
怡泰富,1,3,大新银行集团将以9.36亿港元收购怡泰富财务
202,2,3,"大众汽车：第一季度中国大陆与香港销量增长23%，至202,623辆"
柴油车,1,3,大众汽车：在中国生产柴油车的计划前景不明朗>VLKAY
459,1,3,"大众汽车1-8月中国市场销量增长29.5%，至459,299辆-2"
633,1,3,"大众汽车第一季度中国市场汽车销量633,800辆，同比增长15.6%"
61%,7,3,"大众汽车集团（中国）第一季度销量增长61%，至457,259辆"
457,1,3,"大众汽车集团（中国）第一季度销量增长61%，至457,259辆"
557,1,3,"大众汽车集团10月汽车销量较上年同期增11.1%，至557,300辆"
290,1,3,"大众汽车计划到2018年将大众品牌员工人数增至290,000人－报导"
基础上,1,3,大众汽车计划将2008年净利润目标在原来基础上提高40亿欧元
40亿,4,3,大众汽车计划将2008年净利润目标在原来基础上提高40亿欧元
临时工,2,3,大众汽车将辞退所有临时工－报导
美召回,1,3,大众汽车将因燃油泄漏问题在美召回部分柴油动力汽车
大范围,3,3,大众汽车将在德国大范围裁员
431,1,3,"大众汽车上半年在华汽车销量增长25%，至431,369辆"
345,1,3,"大众汽车上半年在华汽车销量增长30%，至345,375辆"
投资额,4,3,大众汽车未来三年的总投资额预计为258亿欧元
大众中,1,3,大众汽车希望提高在一汽-大众中的持股比例-报导
193,1,3,"大众汽车在巴西召回193,620辆汽车"
711,2,3,"大众汽车中国：06年在中国大陆和香港市场售轿车711,298辆"
548,1,3,"大众汽车中国子公司第一季度汽车销量增长19.9%，至548,411辆"
新阻力,1,3,大众与保时捷的交易因税款等问题而遇到新阻力－消息人士
实质性,8,3,戴尔：日本地震没有对公司供应链造成实质性影响>DELL
第四个,1,3,戴尔：未来15个月内增加其在印度第四个呼叫中心的员工数
货时间,1,3,戴尔笔记本电脑出货时间可能延迟至11月份－报导
10Q,2,3,戴尔公司(Dell)通知SEC将推迟提交10Q报告>DELL
大企业,2,3,戴尔公司管理人士：预计2010年大企业的需求将加速上升
250,1,3,戴尔公司将在爱尔兰裁员250人>DELL
争夺战,1,3,戴尔公司赢得争夺战，将以23.6亿美元收购QuestSoftware
试点店,1,3,戴尔计划在德州及纽约开设零售试点店>DELL
小部分,2,3,戴尔将向小部分客户提供装有ARM晶片的服务器
戴尔拟,2,3,"戴尔拟将中国大陆合作伙伴增至1,000家，以拓展分销渠道"
任花旗,1,3,戴尔收购方委任花旗提供并购谘询－知情人士
两位数,18,3,戴尔亚洲总裁：计划在长期内实现年销售额两位数增长
10K,1,3,戴尔再度推迟提交10K报告，直至内部调查结束>DELL
东北亚,2,3,"戴姆勒2010年东北亚汽车销量增长一倍，至176,330辆－报导"
176,1,3,"戴姆勒2010年东北亚汽车销量增长一倍，至176,330辆－报导"
车联盟,1,3,戴姆勒CEO表示将在2010年上半年就建立小型车联盟作出决定
CLS,1,3,戴姆勒公司考虑将CLS四门轿跑车的生产外包－报导
四门轿,1,3,戴姆勒公司考虑将CLS四门轿跑车的生产外包－报导
车领域,1,3,戴姆勒和雷诺可能在小型车领域进行合作－报导
罗尔斯,12,3,戴姆勒和罗尔斯-罗伊斯提交对Tognum上调后的收购报价－消息
罗伊斯,12,3,戴姆勒和罗尔斯-罗伊斯提交对Tognum上调后的收购报价－消息
成熟时,1,3,戴姆勒考虑条件成熟时以人民币作为对中国出口合同的计价货币
206,2,3,"戴姆勒-克莱斯勒6月份美国汽车销量下降13%，至206,748辆>DCX"
188,3,3,"戴姆勒克莱斯勒9月份汽车销量下降2.3%至188,761辆>DCX"
委托权,1,3,戴姆勒-克莱斯勒撤回授予高盛的Smart战略评估委托权-《商报》
动力车,18,3,戴姆勒-克莱斯勒欢迎中国与其合作开发混合动力车-管理人士
111,1,3,"戴姆勒-克莱斯勒将召回111,000辆吉普大切诺基"
前股东,3,3,戴姆勒克莱斯勒可能需支付前股东约2亿欧元-斯图加特法院
新疑点,1,3,戴姆勒-克莱斯勒内部交易调查出现新疑点-《商报》
MTU,1,3,戴姆勒-克莱斯勒收到对其MTU报价17亿欧元的收购要约-《商报》
过程中,4,3,戴姆勒-克莱斯勒在接受内幕交易调查过程中突遭搜查
年道奇,1,3,戴姆勒-克莱斯勒准备召回26.88万辆05-06年道奇、克莱斯勒车型
纽交所,21,3,戴姆勒为何从纽交所退市？
推道奇,1,3,戴姆勒与大众讨论共推道奇小型车
规模料,1,3,戴文能源公司总裁：剥离资产总规模料在75亿至83亿美元
75亿,2,3,戴文能源公司总裁：剥离资产总规模料在75亿至83亿美元
-14,6,3,淡马锡：7月份与美林达成的交易将使持股比例升至13%-14%
谢福华,1,3,淡马锡控股：委任谢福华为公司执行董事兼总裁
斥资7,6,3,"淡马锡控股斥资7,900万美元收购中信资源5%股权-2-"
竞购孟,1,3,淡马锡控股或将在竞购孟买证交所股权的活动中领先-报导
97%,2,3,淡水河谷：已与97%的铁矿石客户在新机制下达成协议
淡水河,1,3,淡水河谷09财年第四财季净利润15.19亿美元，上年同期13.67亿
谷09,1,3,淡水河谷09财年第四财季净利润15.19亿美元，上年同期13.67亿
竞争法,1,3,淡水河谷称Eurofer违反竞争法的说法是荒谬的－Eurofer总干事
新华社,2,3,淡水河谷否认新华社有关其CEO就铁矿石价格所发言论的报导
发言论,1,3,淡水河谷否认新华社有关其CEO就铁矿石价格所发言论的报导
当当网,11,3,当当网：不担心中国规范VIE模式
周美国,1,3,当周美国抵押贷款利率下降-房地美
物航煤,1,3,到2020年中国自产生物航煤将达航油需求量的三分之一－官员
127,1,3,"道达尔：安哥拉Dalia油田石油产量减半至127,000桶/天"
三年期,2,3,德昌电机控股签订4亿美元三年期贷款协议进行债务再融资
50家,2,3,德法两国50家大型企业呼吁救助欧元区陷入困境的国家
德古萨,1,3,德古萨将与吉林大学组建高分子材料合资公司
新现金,1,3,德国：关于欧宝的决定推迟至周五作出；因通用提出新现金要求
默克尔,13,3,德国：默克尔对奥巴马表示希望通用汽车尽快提交重组欧宝计划
危机中,1,3,德国2012年预算成为危机中的亮点
德国安,3,3,德国安联保险拟将在台湾统一安联人寿的持股比例增至近100%
650,2,3,德国巴斯夫公司将裁员650人并加强对亚洲的投资
GBL,1,3,德国贝塔斯曼完成购回GBL持有的股权交易
实体中,1,3,德国不准备在欧宇航集团与英宇航合并後的实体中持股－报导
RHJ,4,3,德国财长排除向RHJ提供资金支持的可能性－报导
批判性,3,3,德国财政部长：将对评级机构的职能进行批判性讨论
年底时,1,3,德国财政部长：金融危机影响年底时方能全部显现
总体上,5,3,德国财政部长：总体上没有信贷紧缩，但有信贷短缺危险
HRE,1,3,德国财政部长不排除对HRE提供更多国家担保
多国家,3,3,德国财政部长不排除对HRE提供更多国家担保
上议院,1,3,德国财政部长呼吁上议院不要推迟将银行强制国有化法案的通过
周二前,1,3,德国大众汽车将在周二前回应MAN对Scania的收购要约>MAN.XE
无线调,1,3,德国法庭禁止中兴通讯在德销售使用华为商标的无线调制解调器
微软案,1,3,德国法院：摩托罗拉起诉微软案、苹果起诉三星案推後宣判
三星案,1,3,德国法院：摩托罗拉起诉微软案、苹果起诉三星案推後宣判
EDP,1,3,德国公司E.ON针对葡萄牙所持EDP的股权发出收购提议－知情人士
法律上,1,3,德国监管当局：在法律上对德交所和纽交所合并计划持保留意见
德交所,12,3,德国监管当局：在法律上对德交所和纽交所合并计划持保留意见
麦德龙,3,3,德国监管机构批准麦德龙收购沃尔玛在德国的业务>WMT
周日前,1,3,德国金融机构将在周日前提交与所持希腊债务规模相关的数据
美国货,2,3,德国经济部长：美国的“购买美国货“条款起到坏榜样
职目前,1,3,德国经济部长：重建信贷银行首席执行长一职目前尚无热门人选
资金量,1,3,德国经济部长称欧宝竞购方必须增加自有资金量－报导
市场化,7,3,德国经济部长赞成通过市场化方式解决保时捷重组事宜
工作组,1,3,德国经济部可能派工作组赴美协商欧宝前途
管理局,7,3,德国联邦企业联合管理局对微软子公司处900万欧元罚款>MSFT
峰会上,1,3,德国默克尔将在欧盟峰会上讨论通用汽车欧洲重组问题>GM
位高管,1,3,德国企业软件开发商SAP将撤换中国多位高管－报导
温家宝,10,3,德国企业向温家宝表示对外企处境的不满（上）
16亿,4,3,德国商业银行预计2011年税後利润约16亿欧元－首席执行长
人以下,1,3,德国失业人数将控制在400万人以下－报导
CDS,6,3,德国银行业：希腊信用事件及CDS赔付被触发的影响有限
净头寸,1,3,德国银行业2010年希腊主权债务直接净头寸规模为76.4亿欧元
55亿,2,3,德国银行业需补充55亿欧元资本－德国公共银行协会
HVB,1,3,德国裕宝联合银行(HVB)前管理人士对非法避税指控认罪
ISE,3,3,德国证交所：收购ISE的交易将创造巨大价值>ISE
BME,1,3,德国证交所接洽西班牙证交所BME，拟探讨合并可能性
不仅仅,1,3,德国政府考虑向欧宝提供30亿欧元贷款，而不仅仅是担保－报导
奇梦达,6,3,德国政府排除收购奇梦达和欧宝股权的可能性－报导
KFW,1,3,德国重建信贷银行(KFW)不会出售所持有的IKB股权－报纸
早周二,1,3,德交所最早周二向监管部门递交非正式收购交易文件－消息人士
新金控,4,3,德太投资作价1.815亿美元出售所持台新金控所有股权-合约细则
空禁令,1,3,德意志交易所：裸卖空禁令会损害市场质量，并增加流动性成本
QE2,1,3,德意志银行：Fed结束QE2将推动美元走高
战略性,3,3,德意志银行：增持恒生银行股份并非基于战略性考虑
监视门,3,3,德意志银行“监视门”风波愈演愈烈（上）
项收益,1,3,德意志银行第三财季净利润增长逾两倍，受税项收益提振
照枪支,1,3,德意志银行高管严衍申因拥有无照枪支在香港被捕－知情人士
欺诈性,1,3,德意志银行管理人士因涉嫌欺诈性虚假陈述在台湾被捕
28亿,2,3,德意志银行将通过发行股票融资28亿欧元
蔡洪平,1,3,德意志银行任命蔡洪平为其亚洲区企业金融业务主席
预估值,1,3,德意志银行上调欧元/美元年底的预估值至1.45美元
办法下,1,3,德意志银行完成中国央行新试点办法下首笔跨境人民币支付交易
两年日,1,3,德意志银行下调今明两年日圆汇率预期，称上行趋势已结束
日本外,1,3,德意志银行在1Q亚洲（除日本外）G3货币债券簿记行排名中居首
68%,5,3,德州仪器第四财季净利润下滑68%，将关闭两家工厂
邓普顿,1,3,邓普顿出资1.543亿港元收购中国燃气5.1%股份
99%,2,3,迪拜世界宣布其债务重组提议得到99%的支持率
迪拜欲,1,3,迪拜欲借迪拜塔揭幕重振雄风
迪拜塔,1,3,迪拜欲借迪拜塔揭幕重振雄风
迪斯尼,10,3,迪斯尼(Disney)：乔布斯不收董事薪酬>DIS
电影下,1,3,迪斯尼对其电影下“禁烟令”
禁烟令,1,3,迪斯尼对其电影下“禁烟令”
劳动法,1,3,迪斯尼就中国大陆授权工厂违反劳动法的指控进行调查
帝斯曼,1,3,帝斯曼(DSM)首席执行长与中国主权财富基金谈判－报导
DSM,1,3,帝斯曼(DSM)首席执行长与中国主权财富基金谈判－报导
水井坊,1,3,帝亚吉欧在英国市场推出中国白酒品牌“水井坊”
净收益,1,3,第九城市第三财季净收益上升，负责营运的副总裁将辞职>NCTY
第七位,1,3,第三季度诺基亚在智能手机市场的占有率下滑至第七位－Gartner
投资级,58,3,第一季度投资级公司债发行规模接近历史最高水平
公司债,48,3,第一季度投资级公司债发行规模接近历史最高水平
制药商,1,3,第一三共株式会社将斥资8.05亿美元收购美国制药商Plexxikon
业绩后,1,3,第一太平：在子公司公布业绩后将于周四复牌
总公司,1,3,第一太平主席增购非上市控股公司股权，加强对总公司的控制
蒂芙尼,2,3,蒂芙尼任命FredericCumenal为公司总裁
兼容成,1,3,电脑电视兼容成科技行业新课题
电脑商,1,3,电脑商在消费电子展各显神通
电子展,1,3,电脑商在消费电子展各显神通
卸任後,1,3,电视广播：董事局主席邵逸夫将退休，卸任後将担任荣誉主席
李宝安,1,3,电视广播：已任命李宝安为公司执行董事
80亿,5,3,电视广播控股股东以约80亿港元出售所持26%股权－报导
陈碧铧,1,3,电视广播任命陈碧铧为国际业务总经理
电视机,3,3,电视机∶从辉煌走向没落
超高清,2,3,电视机即将进入“超高清”时代？（上）
女人心,1,3,电视剧也要读懂女人心？
李泽楷,33,3,电讯盈科：李泽楷未寻求征集投票权以阻止出售电讯盈科股权
投票权,4,3,电讯盈科：李泽楷未寻求征集投票权以阻止出售电讯盈科股权
黄金富,1,3,电讯盈科：未收到黄金富任何具可信性的收购提议
可信性,1,3,电讯盈科：未收到黄金富任何具可信性的收购提议
80名,1,3,电讯盈科：已裁减不到80名正式员工－内部备忘录
4.2,3,3,电讯盈科：盈科拓展和中国网通出价每股4.2港元收购电讯盈科
盈科跌,2,3,电讯盈科跌3.8%，此前电讯盈科出售交易遭否决
竞标价,1,3,电讯盈科股价下跌可能导致子公司股权竞标价下降－报导
投标者,3,3,电讯盈科管理人士：对竞购HKT股权的投标者有份候选名单
名企业,1,3,电讯盈科接到未具名企业收购要约
高科技,3,3,电讯盈科竞购战彰显高科技整合魅力
大地产,2,3,电讯盈科旗下盈大地产正在商讨出售其北京盈科中心的权益
SFC,2,3,电讯盈科上涨，因法院批准私有化交易；但SFC提起上诉
操纵案,4,3,电讯盈科停牌，报导称香港证监会扩大私有化交易操纵案调查
派息率,1,3,电讯盈科主席李泽楷：对今年维持6%的派息率有信心
任何人,1,3,电讯盈科主席李泽楷：没有影响过任何人购买公司股票
电纸书,2,3,电纸书革命∶甫一开始即告结束？（上）
30种,1,3,电子艺界为PlayStation3系统开发的游戏超过30种>ERTS
受访者,1,3,调查：多数受访者预计将有第二个欧元区国家进行债务重组
纰漏百,1,3,调查报告∶制造奥林巴斯丑闻的高管纰漏百出
中国人,6,3,调查发现：中国人比欧美人更喜欢买名牌
富士康,39,3,调查发现富士康违反中国劳动法规（上）
调查组,1,3,"调查组：奥林巴斯隐匿至多1,348亿日圆损失，未必为有组织犯罪"
空压力,2,3,顶住做空压力分众传媒股价上涨（上）
九龙仓,7,3,订户：有关九龙仓集团竞得宁波地块的消息此前已报导
宫城县,1,3,东北电力：宫城县的女川核电站出现漏水情况
复查所,1,3,东电将复查所有放射性物质监测数据
圆债务,1,3,东电拟向50多家金融机构提出2万亿日圆债务再融资请求－报导
住院令,3,3,东电总裁因病住院令核危机复杂化（上）
核危机,8,3,东电总裁因病住院令核危机复杂化（上）
梦工厂,3,3,东方“梦工厂”将落户上海2016年推出首部电影
高成本,2,3,东方电气2007年净利润下降2.2%，受高成本拖累
发电机,1,3,东方电气与伊朗签署发电机供货合同
线运力,3,3,东方海外国际：决定于第四季度将亚欧线运力削减20%
调查员,1,3,东方海外国际：欧盟反垄断调查员搜查其驻英办事处
货柜船,1,3,东方海外国际延迟四艘大型货柜船的交付期
长滩港,1,3,东方海外国际与长滩港签署设施租赁协议
86%,7,3,东方海外上半年净利润减少86%，至1.75亿美元
71%,3,3,东方航空10月份乘客运载量较上年同期增长71%，至280万人次
有效性,1,3,东方航空董事会质疑中航有限入股提议的有效性－报导
云南省,2,3,东方航空将与云南省国资委组建合资公司，持65%股份
国资委,5,3,东方航空将与云南省国资委组建合资公司，持65%股份
吴永良,1,3,东方航空任命吴永良为公司财务总监
事件中,4,3,东方航空严肃处理云南返航事件中13名飞行人员－新华社
13名,1,3,东方航空严肃处理云南返航事件中13名飞行人员－新华社
纳智捷,1,3,东风杭州汽车购入纳智捷(杭州)汽车公司20%的股权－报导
东航案,1,3,东航案：好戏还在后头
核污水,1,3,东京电力：核污水净化装置料将于6月17-18日前后开始全面运行
装置料,1,3,东京电力：核污水净化装置料将于6月17-18日前后开始全面运行
放射物,2,3,"东京电力：泄漏入海的放射物较上限高出20,000倍－共同社"
一财年,1,3,东京电力将自下一财年起把上调电价16%－报导
自来水,1,3,东京都政府：自来水检测到的碘含量超过婴幼儿可接受水平
碘含量,1,3,东京都政府：自来水检测到的碘含量超过婴幼儿可接受水平
婴幼儿,1,3,东京都政府：自来水检测到的碘含量超过婴幼儿可接受水平
熔断点,1,3,"东京工业品交易所橡胶合约触及下跌熔断点,因高盛面临民事诉讼"
2个月,2,3,东京股市触及2个月低点，因美元下跌、美国利率上升
盘提振,2,3,东京股市触及一周高点，受逢低买盘提振；市场关注Fed会议
叙利亚,6,3,东京股市触两个月低点，受美元疲势及叙利亚担忧拖累
圆大关,1,3,东京股市大幅走高，受美元突破100日圆大关提振
第二天,3,3,东京股市连续第二天强劲上涨，申奥成功继续提振人气
牛市区,2,3,东京股市收高，接近牛市区；科技及钢铁类股上扬
涨跌互,39,3,东京股市收盘涨跌互现，交投清淡；关注FOMC纪要
圆跌势,2,3,东京股市走低，因日圆跌势放缓
蓝筹股,3,3,东京股市走高，蓝筹股买盘抵消日圆走强影响
债僵局,2,3,东京股市走高，受美元走强及围绕美债僵局的乐观情绪提振
尔必达,39,3,东京股市走高，因美元坚挺；尔必达拖累晶片类股走低
早盘跌,1,3,东京股市走势依然震荡，早盘跌3.0%
高级别,1,3,东京和大阪证交所将在5月份就合并事宜举行高级别谈判－报导
UFJ,2,3,东京三菱金融集团和UFJ：有关双方合并日期推迟的报导不实
新市场,1,3,东京证交所欲借新市场增强吸引力
关键性,1,3,东联化学：在武汉建厂是进军中国大陆中西部市场的关键性一步
新机遇,1,3,东南亚的崛起为投资者带来新机遇－普华永道报告
上周五,2,3,东亚银行（中国）上周五完成人民币20亿元的人民币债券发售
贷款料,4,3,东亚银行：该行今年在中国大陆市场的贷款料将以两位数增长
35亿,4,3,东亚银行：将为债权抵押证券投资计入35亿港元损失
借记卡,7,3,东亚银行：在中国大陆的借记卡系统通过中国央行审查
美国债,3,3,东亚银行发售2020年到期债券，收益率较美国债高313基点－消息
313,1,3,东亚银行发售2020年到期债券，收益率较美国债高313基点－消息
第一家,2,3,东亚银行将成为第一家发行人民币信用卡的外资银行
指导价,3,3,东亚银行将英镑债券发行指导价确定为英国国债收益率+120基点
120,2,3,东亚银行将英镑债券发行指导价确定为英国国债收益率+120基点
交易料,2,3,东亚银行入股马来西亚Affin股权的交易料在两个月内落实-报导
李国宝,2,3,东亚银行支持李国宝在内幕交易指控和解后继续担任行政总裁
试验点,1,3,东亚银行主席：香港可能成为第二个人民币自由兑换试验点-2-
东证所,1,3,东证所负责人：要求闭市的外商太自私
申诉纬,2,3,东芝：已向美国国际贸易委员会申诉纬创资通侵犯专利
4-6,3,3,东芝公司4-6月份净亏损578亿日圆，上年同期净亏损116.1亿日圆
七年来,1,3,东芝公司将公布本财年出现营业亏损，为七年来首次－NHK
赛灵思,1,3,东芝和赛灵思将联合开发先进的晶片生产工艺
开发商,8,3,东芝和中国华电旗下子公司讨论合作开发商用碳捕捉与储存技术
Gyr,1,3,"东芝拟以2,000亿日圆收购瑞士智能电表生产商Landis+Gyr－报导"
英维高,1,3,斗山英维高将韩国公司带入全球并购大潮
-40,5,3,杜邦公司或以30亿-40亿美元价格出售旗下汽车涂料部门－彭博
煤气化,2,3,杜克能源(DukeEnergy)修改了煤气化电厂成本预算>DUK
周美股,1,3,对冲基金大单引发上周美股崩盘？（上）
叶永佳,1,3,对话叶永佳：作为首席财务官，请以身作则！
炼油商,1,3,对炼油商Petroplus的担忧造成欧洲原油价格下跌－交易员
家房企,1,3,多家房企蓄势待发；中国房企再融资重启进程或超预期
家基金,1,3,多家基金忍不住“越界”持股苹果
忍不住,1,3,多家基金忍不住“越界”持股苹果
家金融,1,3,多家金融控股公司有意竞购WooriFinance股权－报导
家银行,2,3,多家银行同意为欧宝提供临时性融资－报导
截至期,1,3,多数RQFII产品销情慢热，国泰君安延後发售截至期－报导
借款人,1,3,多数抵押贷款获得调整的借款人可能再度违约－惠誉国际评级
贷款人,2,3,俄铝：已向贷款人提前还款8.35亿美元
张震远,2,3,俄铝：张震远当选董事会主席
铝工业,1,3,俄铝CEO：小规模核能或将支撑铝工业增长
铝产量,4,3,俄铝第一季度调整後亏损额收窄，铝产量下降
铝股东,1,3,俄铝股东预计Norilsk股权收购案将达成妥协－报导
铝计划,2,3,俄铝计划收购波塔宁所持Norilsk的股权-《Kommersant》
波塔宁,1,3,俄铝计划收购波塔宁所持Norilsk的股权-《Kommersant》
牙买加,1,3,俄铝位于牙买加的Ewarton氧化铝精炼厂恢复运营
中长期,3,3,俄铝预计日本中长期铝需求将增长
∶力争,1,3,俄罗斯Gazprom∶力争在2013年年底前与中石油集团签署供气合同
VTB,2,3,俄罗斯或降低在VTB及其他国有企业中的持股比例
企业中,1,3,俄罗斯或降低在VTB及其他国有企业中的持股比例
3月前,1,3,俄罗斯或于3月前出台石油业新税制－俄罗斯报纸
石油业,2,3,俄罗斯或于3月前出台石油业新税制－俄罗斯报纸
新税制,1,3,俄罗斯或于3月前出台石油业新税制－俄罗斯报纸
会议上,1,3,俄罗斯将在与标普的会议上寻求获得主权评级上调-副财长
新油田,1,3,俄罗斯可能在油价跌破95美元后向新油田提供税项优惠
垄断局,1,3,俄罗斯联邦反垄断局批准了Rosneft收购NK-BP的交易－报导
尤科斯,1,3,俄罗斯联邦仲裁法院维持尤科斯应偿还4.82亿美元欠款的原判
－代理,1,3,俄罗斯联合铝业对公司杠杆比率“非常满意”－代理CEO
土耳其,5,3,俄罗斯天然气管道项目获土耳其批准
6.6,2,3,俄罗斯同意2010年乌克兰原油运输费为每吨6.6欧元－消息人士
周六前,1,3,俄总理普京：若周六前不能偿还欠款，将再度切断对乌燃气供应
502,1,3,"厄瓜多尔4月石油平均日产量较上年同期下降8%，至502,067桶"
水电厂,1,3,厄瓜多尔和中国水利水电建设集团就水电厂建设项目签署协议
预付款,1,3,厄瓜多尔收到中国石油向其购买原油的预付款10亿美元
高能效,1,3,尔必达：将开始批量生产新型高能效DRAM晶片
-19,1,3,尔必达总裁：拟将3月份DRAM晶片价格较2月份提高10%-19%
二手车,2,3,二手车将成为中国汽车市场下一个里程碑(上)
里程碑,2,3,二手车将成为中国汽车市场下一个里程碑(上)
重重装,1,3,二重重装将于周二在上海证交所挂牌上市
改扩建,1,3,发改委批准中国石油大庆石化120万吨乙烯改扩建项目
研究员,1,3,发改委研究员：中国2011年将CPI控制在4%以内有难度
CPI,1,3,发改委研究员：中国2011年将CPI控制在4%以内有难度
债券案,1,3,法官驳回SEC与花旗就抵押贷款支持债券案达成的和解协议
出版业,1,3,法官敦促谷歌和出版业组织和解GoogleBooks一案
案集体,1,3,法官授予股东诉美国银行一案集体诉讼资格
微软前,2,3,法官准许微软前管理人士为Google工作
卢森堡,2,3,法国、比利时和卢森堡或剥离Dexia的不良资产－报导
产油国,2,3,法国：G7将迫使石油公司和产油国在新的产能上进行投资
苏泊尔,1,3,法国Seb成功完成对苏泊尔的要约收购
中广核,1,3,法国阿海珐与中广核签署价值35亿美元的铀供应合约
BNP,1,3,法国巴黎银行(BNP)和法国兴业银行(SocGen)已选定顾问行－报导
灰名单,1,3,法国巴黎银行CEO：将关闭在“灰名单”所列避税天堂地区的业务
396,1,3,"法国巴黎银行计划在企业和投资银行部门裁员1,396人"
欧元后,3,3,法国巴黎银行将参加政府援助计划发行25.5亿欧元后偿债券
新首相,1,3,法国巴黎银行首席执行长周三与比利时新首相会晤－报导
不久会,1,3,法国报摘：法国电信可能不久会向Amena提出收购要约
新补贴,1,3,法国部长：法国汽车以旧换新补贴将发放至2010年年底－报导
CDC,2,3,法国财政部长：CDC将收购LaPoste26.32%的股权－报导
债风险,2,3,法国财政部长：将要求法国巴黎银行就次级债风险管理作出解释
发言人,2,3,法国财政部长对米塔尔收购Arcelor的举动极为关注-发言人-2-
－公司,1,3,法国道达尔公司寻求在上海上市－公司管理人士
公司案,1,3,法国对WTO推迟裁决美国补贴波音公司案感到失望
安赛乐,1,3,法国法庭拒绝了有关禁止安赛乐合并交易的请求-2-
马期货,1,3,法国飞马期货在台湾开设办事处；海外投资规定将于数月后放宽
诽谤案,1,3,法国负责诽谤案的法官突击搜查了欧洲航空防务航天公司总部
数据中,4,3,"法国检察官：已从汇丰控股失窃数据中确认79,000名客户身份"
失业率,4,3,法国今年的失业率将维持在10%以下－官员
城市化,1,3,法国农业信贷集团：新兴市场城市化将提振金属需求
19亿,1,3,法国农业信贷集团将向法国地方政府提供19亿欧元贷款－报导
第二批,3,3,法国同意认购法国巴黎银行第二批67.5亿美元股票
证券化,4,3,法国兴业银行：将关闭澳大利亚资产证券化子公司
科维尔,1,3,法国兴业银行交易员辩护律师：科维尔没有任何过失－美联社
债问题,1,3,法国兴业银行预计因次级债问题形成的亏损可能不到2亿欧元
2月初,2,3,法国兴业银行增资计划的巡回推介将于2月初开始－报导
富人税,1,3,法国演员德帕迪约为避富人税入籍俄罗斯
88亿,1,3,法国银行业资本缺口从88亿欧元降至73亿欧元
73亿,1,3,法国银行业资本缺口从88亿欧元降至73亿欧元
民营化,2,3,法国政府启动法国电力的部分民营化计划
出售赛,1,3,法国政府要求道达尔不要出售赛诺菲安万特股权－报导
-60,3,3,法国政府准备向汽车业注资50亿-60亿欧元
五年内,1,3,法国总理德维尔潘：应努力使失业率在五年内降至6%
业银行,1,3,法国总统发言人：收购法国与业银行一事尚未列入政府议事日程
